date,concentration
1973.4520547945206,32.252631578947366
1973.5013698630137,30.621052631578944
1973.7972602739726,31.4
1973.8164383561643,29.757894736842104
1973.9150684931508,30.505263157894735
1973.9424657534246,31.33157894736842
1973.9698630136986,29.552631578947366
1974.035616438356,29.599999999999998
1974.0657534246575,32.71578947368421
1974.0821917808219,30.047368421052628
1974.1123287671232,30.768421052631577
1974.131506849315,31.4
1974.1534246575343,29.221052631578946
1974.1698630136987,29.07894736842105
1974.194520547945,29.105263157894736
1974.2164383561644,29.742105263157896
1974.2383561643835,29.731578947368416
1974.2547945205479,29.652631578947368
1974.304109589041,29.684210526315784
1974.317808219178,31.178947368421053
1974.331506849315,31.673684210526314
1974.3561643835617,29.173684210526314
1974.3671232876711,29.810526315789474
1974.3835616438357,35.031578947368416
1974.4,33.652631578947364
1974.4136986301369,33.3
1974.4301369863015,30.121052631578948
1974.4493150684932,31.899999999999995
1974.4657534246576,31.799999999999997
1974.4986301369863,31.9578947368421
1974.5232876712328,35.373684210526314
1974.5479452054794,30.14736842105263
1974.5616438356165,29.89473684210526
1974.668493150685,28.7
1974.690410958904,31.54736842105263
1974.7260273972602,34.49999999999999
1974.7671232876712,33.757894736842104
1974.8027397260273,36.63157894736842
1974.835616438356,32.72105263157895
1974.868493150685,31.36315789473684
1974.8876712328768,31.742105263157892
1974.9068493150685,32.91052631578947
1974.9369863013699,34.49999999999999
1974.9561643835616,33.13157894736842
1974.986301369863,32.04210526315789
1975.0630136986301,38.46842105263158
1975.0904109589042,32.647368421052626
1975.109589041096,31.08421052631579
1975.1205479452055,55.26315789473684
1975.1397260273973,33.46842105263158
1975.1534246575343,34.1
1975.172602739726,43.189473684210526
1975.1972602739727,32.81052631578947
1975.2246575342465,38.43684210526315
1975.2328767123288,37.54736842105263
1975.2657534246575,34.44736842105263
1975.2739726027398,43.699999999999996
1975.3013698630136,31.54736842105263
1975.3205479452056,34.88947368421053
1975.345205479452,35.77368421052631
1975.3616438356164,32.036842105263155
1975.3698630136987,35.757894736842104
1975.386301369863,38.099999999999994
1975.4191780821918,35.1
1975.427397260274,34.8
1975.454794520548,32.94736842105263
1975.4739726027397,30.96842105263158
1975.4931506849316,31.752631578947362
1975.5123287671233,30.557894736842105
1975.5232876712328,32.421052631578945
1975.5424657534247,33.72105263157895
1975.558904109589,34.4
1975.5808219178082,30.705263157894738
1975.6082191780822,31.2
1975.6356164383562,32.38947368421052
1975.6657534246576,30.85263157894737
1975.6849315068494,30.531578947368416
1975.7068493150684,30.694736842105264
1975.7232876712328,32.11578947368421
1975.7534246575342,34.599999999999994
1975.7890410958903,35.38947368421052
1975.8109589041096,35.578947368421055
1975.8301369863013,32.305263157894736
1975.8465753424657,31.84210526315789
1975.9150684931508,88.1578947368421
1975.9534246575342,32.92631578947368
1975.972602739726,37.3
1976.01912568306,33.00526315789473
1976.0382513661202,33.189473684210526
1976.0601092896175,59.57894736842104
1976.0874316939892,32.16842105263157
1976.0956284153006,32.28947368421053
1976.1065573770493,35.031578947368416
1976.1256830601094,43.04210526315789
1976.1448087431695,34.752631578947366
1976.1666666666667,32.88421052631579
1976.1857923497269,36.5
1976.2021857923498,31.721052631578946
1976.22131147541,31.61578947368421
1976.24043715847,37.06315789473684
1976.25956284153,33.473684210526315
1976.27868852459,31.073684210526316
1976.2978142076502,30.763157894736842
1976.3169398907103,29.900000000000002
1976.3360655737704,32.16315789473684
1976.3551912568305,30.973684210526315
1976.3743169398906,39.86315789473684
1976.3934426229507,38.22631578947368
1976.4043715846994,37.189473684210526
1976.4207650273224,37.478947368421046
1976.4371584699454,43.142105263157895
1976.450819672131,36.98947368421052
1976.4699453551912,30.97894736842105
1976.5081967213114,32.78421052631579
1976.5273224043715,30.88947368421052
1976.549180327869,33.99473684210526
1976.5655737704917,33.9
1976.5956284153006,30.668421052631576
1976.6256830601094,30.88947368421052
1976.6530054644809,35.91578947368421
1976.688524590164,34.626315789473686
1976.707650273224,38.263157894736835
1976.7431693989072,31.42631578947368
1976.7650273224044,33.268421052631574
1976.7978142076502,61.84210526315789
1976.8169398907103,104.21052631578947
1976.8387978142077,32.57894736842105
1976.8551912568305,31.026315789473685
1976.8743169398906,82.63157894736842
1976.8934426229507,35.49473684210526
1976.9153005464482,33.22105263157894
1976.931693989071,35.96842105263158
1976.950819672131,37.02105263157895
1976.9699453551912,108.57894736842105
1976.9890710382513,33.72105263157895
1977.027397260274,32.194736842105264
1977.0657534246575,31.557894736842105
1977.0849315068492,32.38947368421052
1977.1041095890412,30.826315789473682
1977.123287671233,33.87894736842105
1977.1424657534246,32.473684210526315
1977.1616438356164,34.0578947368421
1977.1808219178083,35.44736842105263
1977.2,31.899999999999995
1977.2191780821918,85.21052631578947
1977.2383561643835,95.36842105263158
1977.2575342465752,34.51578947368421
1977.2794520547945,33.66842105263158
1977.295890410959,38.23157894736842
1977.3150684931506,33.257894736842104
1977.3342465753424,37.23157894736842
1977.3534246575343,33.978947368421046
1977.372602739726,32.34736842105263
1977.3780821917808,35.29473684210526
1977.3917808219178,47.68421052631579
1977.4164383561645,37.61578947368421
1977.4301369863015,35.14210526315789
1977.4493150684932,37.96842105263158
1977.468493150685,35.90526315789474
1977.490410958904,33.72105263157895
1977.5068493150684,33.77368421052632
1977.5260273972603,32.8578947368421
1977.545205479452,32.74736842105263
1977.5643835616438,32.69473684210526
1977.5835616438355,32.357894736842105
1977.6027397260275,33.0
1977.6054794520549,32.33157894736841
1977.6191780821919,32.199999999999996
1977.6383561643836,33.4
1977.6575342465753,32.45789473684211
1977.676712328767,33.8
1977.695890410959,35.321052631578944
1977.7150684931507,33.86315789473684
1977.7342465753425,32.373684210526314
1977.7534246575342,31.773684210526316
1977.772602739726,37.48947368421052
1977.7917808219179,31.573684210526313
1977.8109589041096,44.099999999999994
1977.8301369863013,31.33157894736842
1977.849315068493,31.821052631578947
1977.868493150685,37.9
1977.9068493150685,35.61052631578947
1977.9260273972602,47.410526315789475
1977.945205479452,42.90526315789474
1977.964383561644,33.857894736842105
1977.9835616438356,32.310526315789474
1978.021917808219,31.91052631578947
1978.041095890411,103.21052631578947
1978.0602739726028,33.189473684210526
1978.0794520547945,33.83157894736842
1978.0986301369862,34.24210526315789
1978.1178082191782,39.51052631578947
1978.13698630137,42.72105263157894
1978.1561643835616,35.66842105263157
1978.1753424657534,35.67368421052631
1978.194520547945,37.636842105263156
1978.213698630137,32.82631578947368
1978.2328767123288,39.315789473684205
1978.2520547945205,36.94736842105263
1978.2712328767122,34.79473684210526
1978.2904109589042,35.90526315789474
1978.309589041096,38.62631578947368
1978.3287671232877,47.268421052631574
1978.3479452054794,46.38947368421052
1978.3671232876711,36.589473684210525
1978.386301369863,38.636842105263156
1978.4054794520548,36.984210526315785
1978.4246575342465,40.21052631578947
1978.4438356164383,35.59473684210526
1978.4630136986302,34.136842105263156
1978.482191780822,37.1578947368421
1978.5013698630137,33.56842105263158
1978.5205479452054,32.78947368421053
1978.5397260273974,32.62631578947368
1978.558904109589,32.305263157894736
1978.5780821917808,32.3
1978.5972602739726,32.652631578947364
1978.6164383561643,33.305263157894736
1978.6356164383562,32.88947368421052
1978.654794520548,32.84736842105263
1978.6739726027397,35.14210526315789
1978.6931506849314,41.38947368421052
1978.7123287671234,46.55789473684211
1978.731506849315,33.88947368421053
1978.7506849315068,34.94736842105263
1978.7698630136986,40.47894736842105
1978.7890410958903,37.357894736842105
1978.8082191780823,34.821052631578944
1978.827397260274,38.52631578947368
1978.8465753424657,35.189473684210526
1978.8657534246574,40.33157894736842
1978.8849315068494,36.51578947368421
1978.9041095890411,35.636842105263156
1978.9232876712329,34.13157894736842
1978.9424657534246,39.42631578947368
1978.9616438356165,35.6578947368421
1978.9835616438356,34.56315789473684
1979.0191780821917,36.71578947368421
1979.0383561643835,37.06842105263158
1979.0575342465754,44.29473684210526
1979.0767123287671,46.95263157894737
1979.0958904109589,36.699999999999996
1979.1150684931506,36.37894736842105
1979.1342465753426,39.83684210526316
1979.1534246575343,37.00526315789473
1979.172602739726,36.45263157894737
