Date	85Kr [Bq/cbm air]	Kr85_error [Bq/cbm air]
16-09-91	1.116	0.03348
23-09-91	1.11	0.0333
30-09-91	1.765	0.05295
07-10-91	1.328	0.03984
14-10-91	1.3	0.039
21-10-91	1.058	0.03174
28-10-91	1.107	0.03321
04-11-91	1.135	0.03405
11-11-91	1.293	0.03879
18-11-91	1.172	0.03516
25-11-91	1.106	0.03318
02-12-91	1.07	0.0321
16-12-91	1.179	0.03537
23-12-91	1.047	0.03141
02-01-92	1.043	0.03129
07-01-92	1.049	0.03147
13-01-92	1.098	0.03294
20-01-92	1.092	0.03276
27-01-92	1.049	0.03147
03-02-92	1.175	0.03525
10-02-92	1.412	0.04236
17-02-92	1.121	0.03363
24-02-92	1.134	0.03402
02-03-92	1.082	0.03246
09-03-92	1.097	0.03291
16-03-92	1.483	0.04449
23-03-92	1.132	0.03396
30-03-92	1.057	0.03171
06-04-92	1.057	0.03171
13-04-92	1.48	0.0444
21-04-92	1.422	0.04266
27-04-92	1.117	0.03351
04-05-92	1.108	0.03324
11-05-92	1.315	0.03945
18-05-92	1.086	0.03258
25-05-92	1.081	0.03243
01-06-92	1.427	0.04281
08-06-92	1.095	0.03285
15-06-92	1.049	0.03147
22-06-92	1.084	0.03252
29-06-92	1.077	0.03231
06-07-92	1.06	0.0318
13-07-92	1.016	0.03048
20-07-92	1.035	0.03105
27-07-92	1.016	0.03048
03-08-92	1.006	0.03018
10-08-92	1.04	0.0312
17-08-92	1.002	0.03006
24-08-92	1.063	0.03189
31-08-92	1.124	0.03372
07-09-92	1.331	0.03993
14-09-92	1.039	0.03117
21-09-92	1.035	0.03105
28-09-92	1.054	0.03162
05-10-92	1.048	0.03144
12-10-92	1.172	0.03516
19-10-92	1.121	0.03363
26-10-92	1.153	0.03459
02-11-92	1.275	0.03825
09-11-92	1.045	0.03135
16-11-92	1.157	0.03471
23-11-92	1.043	0.03129
30-11-92	1.156	0.03468
07-12-92	1.19	0.0357
14-12-92	1.098	0.03294
21-12-92	1.141	0.03423
28-12-92	1.068	0.03204
04-01-93	1.04	0.0312
11-01-93	1.285	0.03855
18-01-93	1.171	0.03513
25-01-93	1.544	0.04632
01-02-93	1.089	0.03267
08-02-93	1.089	0.03267
15-02-93	1.113	0.03339
23-02-93	1.107	0.03321
01-03-93	1.072	0.03216
08-03-93	1.226	0.03678
15-03-93	1.311	0.03933
22-03-93	1.064	0.03192
29-03-93	1.082	0.03246
05-04-93	1.092	0.03276
13-04-93	1.191	0.03573
19-04-93	1.167	0.03501
26-04-93	1.088	0.03264
03-05-93	1.344	0.04032
10-05-93	1.69	0.0507
17-05-93	1.539	0.04617
01-06-93	1.655	0.04965
07-06-93	1.221	0.03663
14-06-93	1.217	0.03651
21-06-93	2.073	0.06219
28-06-93	1.157	0.03471
05-07-93	1.134	0.03402
12-07-93	1.038	0.03114
19-07-93	1.117	0.03351
26-07-93	1.049	0.03147
02-08-93	1.044	0.03132
09-08-93	1.033	0.03099
16-08-93	1.05	0.0315
23-08-93	1.046	0.03138
30-08-93	1.116	0.03348
06-09-93	1.109	0.03327
13-09-93	1.136	0.03408
20-09-93	1.206	0.03618
27-09-93	1.371	0.04113
04-10-93	1.091	0.03273
11-10-93	1.091	0.03273
18-10-93	1.059	0.03177
25-10-93	1.034	0.03102
02-11-93	1.023	0.03069
08-11-93	1.886	0.05658
15-11-93	1.143	0.03429
22-11-93	1.126	0.03378
29-11-93	1.127	0.03381
06-12-93	1.178	0.03534
13-12-93	1.141	0.03423
20-12-93	1.199	0.03597
27-12-93	1.09	0.0327
03-01-94	1.086	0.03258
10-01-94	1.106	0.03318
17-01-94	1.362	0.04086
24-01-94	1.231	0.03693
31-01-94	1.235	0.03705
07-02-94	1.344	0.04032
15-02-94	1.111	0.03333
21-02-94	1.12	0.0336
28-02-94	1.278	0.03834
07-03-94	1.448	0.04344
14-03-94	1.415	0.04245
21-03-94	1.49	0.0447
28-03-94	1.251	0.03753
05-04-94	1.396	0.04188
11-04-94	1.301	0.03903
18-04-94	1.317	0.03951
25-04-94	1.219	0.03657
02-05-94	1.418	0.04254
09-05-94	1.383	0.04149
16-05-94	1.321	0.03963
24-05-94	1.965	0.05895
30-05-94	1.342	0.04026
06-06-94	1.288	0.03864
13-06-94	1.42	0.0426
20-06-94	1.88	0.0564
27-06-94	1.64	0.0492
04-07-94	1.171	0.03513
11-07-94	1.156	0.03468
18-07-94	1.132	0.03396
25-07-94	1.096	0.03288
01-08-94	1.061	0.03183
08-08-94	1.324	0.03972
15-08-94	1.152	0.03456
22-08-94	1.545	0.04635
29-08-94	1.995	0.05985
05-09-94	1.17	0.0351
12-09-94	1.12	0.0336
19-09-94	1.519	0.04557
26-09-94	1.533	0.04599
04-10-94	1.122	0.03366
10-10-94	1.24	0.0372
17-10-94	1.191	0.03573
24-10-94	1.27	0.0381
31-10-94	1.19	0.0357
07-11-94	1.341	0.04023
14-11-94	1.162	0.03486
21-11-94	1.177	0.03531
28-11-94	1.067	0.03201
05-12-94	1.11	0.0333
12-12-94	1.194	0.03582
19-12-94	1.225	0.03675
27-12-94	1.135	0.03405
02-01-95	1.161	0.03483
09-01-95	1.467	0.04401
16-01-95	1.434	0.04302
23-01-95	1.208	0.03624
30-01-95	1.52	0.0456
06-02-95	1.157	0.03471
13-02-95	1.17	0.0351
20-02-95	1.345	0.04035
28-02-95	1.404	0.04212
06-03-95	1.467	0.04401
13-03-95	1.322	0.03966
20-03-95	1.494	0.04482
27-03-95	1.606	0.04818
03-04-95	2.281	0.06843
10-04-95	1.417	0.04251
18-04-95	1.507	0.04521
24-04-95	1.858	0.05574
02-05-95	1.246	0.03738
08-05-95	1.378	0.04134
15-05-95	1.587	0.04761
22-05-95	1.402	0.04206
29-05-95	1.774	0.05322
06-06-95	1.722	0.05166
12-06-95	1.39	0.0417
19-06-95	1.211	0.03633
26-06-95	1.152	0.03456
03-07-95	2.949	0.08847
10-07-95	1.309	0.03927
17-07-95	1.225	0.03675
24-07-95	1.155	0.03465
31-07-95	1.139	0.03417
07-08-95	1.136	0.03408
14-08-95	1.15	0.0345
21-08-95	2.127	0.06381
28-08-95	1.212	0.03636
04-09-95	1.642	0.04926
11-09-95	1.437	0.04311
18-09-95	1.899	0.05697
25-09-95	1.577	0.04731
02-10-95	1.203	0.03609
09-10-95	1.258	0.03774
16-10-95	3.405	0.10215
23-10-95	1.483	0.04449
30-10-95	1.365	0.04095
06-11-95	2.368	0.07104
13-11-95	1.735	0.05205
20-11-95	2.167	0.06501
27-11-95	1.353	0.04059
04-12-95	1.273	0.03819
11-12-95	1.343	0.04029
18-12-95	1.503	0.04509
27-12-95	1.29	0.0387
02-01-96	1.265	0.03795
08-01-96	1.25	0.0375
15-01-96	1.241	0.03723
22-01-96	1.229	0.03687
29-01-96	1.244	0.03732
05-02-96	1.236	0.03708
12-02-96	1.902	0.05706
20-02-96	1.38	0.0414
26-02-96	1.291	0.03873
04-03-96	1.252	0.03756
11-03-96	1.247	0.03741
18-03-96	1.276	0.03828
25-03-96	1.514	0.04542
01-04-96	1.233	0.03699
09-04-96	1.475	0.04425
15-04-96	1.662	0.04986
22-04-96	1.28	0.0384
29-04-96	1.251	0.03753
06-05-96	1.324	0.03972
13-05-96	1.477	0.04431
20-05-96	1.355	0.04065
28-05-96	1.253	0.03759
03-06-96	1.342	0.04026
10-06-96	1.635	0.04905
17-06-96	1.604	0.04812
24-06-96	1.734	0.05202
01-07-96	1.386	0.04158
08-07-96	2.032	0.06096
15-07-96	1.393	0.04179
22-07-96	1.251	0.03753
29-07-96	1.203	0.03609
05-08-96	1.202	0.03606
12-08-96	1.252	0.03756
19-08-96	1.222	0.03666
26-08-96	2.368	0.07104
02-09-96	1.258	0.03774
09-09-96	1.338	0.04014
16-09-96	1.222	0.03666
23-09-96	1.795	0.05385
30-09-96	2.021	0.06063
07-10-96	1.732	0.05196
14-10-96	1.645	0.04935
21-10-96	1.355	0.04065
28-10-96	1.795	0.05385
04-11-96	1.274	0.03822
11-11-96	1.266	0.03798
18-11-96	1.827	0.05481
25-11-96	1.391	0.04173
02-12-96	1.863	0.05589
09-12-96	1.321	0.03963
16-12-96	1.2	0.036
23-12-96	1.222	0.03666
30-12-96	1.244	0.03732
07-01-97	1.29	0.0387
13-01-97	1.249	0.03747
20-01-97	1.28	0.0384
27-01-97	1.237	0.03711
03-02-97	1.55	0.0465
11-02-97	1.408	0.04224
17-02-97	1.307	0.03921
24-02-97	1.303	0.03909
03-03-97	1.873	0.05619
10-03-97	3.963	0.11889
17-03-97	3.264	0.09792
24-03-97	1.507	0.04521
01-04-97	2.206	0.06618
07-04-97	1.294	0.03882
14-04-97	1.336	0.04008
21-04-97	1.594	0.04782
28-04-97	1.664	0.04992
05-05-97	1.62	0.0486
12-05-97	1.583	0.04749
20-05-97	2.728	0.08184
26-05-97	1.434	0.04302
02-06-97	1.268	0.03804
09-06-97	1.491	0.04473
16-06-97	1.484	0.04452
23-06-97	2.318	0.06954
30-06-97	1.448	0.04344
07-07-97	1.279	0.03837
14-07-97	1.44	0.0432
21-07-97	1.288	0.03864
28-07-97	1.333	0.03999
04-08-97	1.205	0.03615
11-08-97	1.286	0.03858
18-08-97	1.208	0.03624
25-08-97	1.195	0.03585
01-09-97	1.855	0.05565
08-09-97	1.937	0.05811
15-09-97	1.515	0.04545
22-09-97	1.463	0.04389
29-09-97	1.692	0.05076
06-10-97	1.486	0.04458
13-10-97	1.971	0.05913
20-10-97	1.327	0.03981
27-10-97	1.306	0.03918
03-11-97	1.356	0.04068
10-11-97	1.33	0.0399
17-11-97	1.483	0.04449
24-11-97	1.396	0.04188
01-12-97	1.576	0.04728
08-12-97	1.416	0.04248
15-12-97	1.4	0.042
22-12-97	1.464	0.04392
29-12-97	1.297	0.03891
05-01-98	1.245	0.03735
12-01-98	1.34	0.0402
19-01-98	1.314	0.03942
26-01-98	1.354	0.04062
02-02-98	1.463	0.04389
09-02-98	1.263	0.03789
16-02-98	1.477	0.04431
24-02-98	1.768	0.05304
02-03-98	1.479	0.04437
09-03-98	1.412	0.04236
16-03-98	1.58	0.0474
23-03-98	1.287	0.03861
30-03-98	1.232	0.03696
06-04-98	1.738	0.05214
14-04-98	2.042	0.06126
20-04-98	1.266	0.03798
27-04-98	1.48	0.0444
04-05-98	1.444	0.04332
11-05-98	1.316	0.03948
18-05-98	1.761	0.05283
25-05-98	1.61	0.0483
02-06-98	1.286	0.03858
08-06-98	1.474	0.04422
15-06-98	2.747	0.08241
22-06-98	2.758	0.08274
29-06-98	1.967	0.05901
06-07-98	2.965	0.08895
13-07-98	1.57	0.0471
20-07-98	1.242	0.03726
27-07-98	1.238	0.03714
03-08-98	1.255	0.03765
10-08-98	1.23	0.0369
17-08-98	1.782	0.05346
24-08-98	1.679	0.05037
31-08-98	1.889	0.05667
07-09-98	1.389	0.04167
14-09-98	1.532	0.04596
21-09-98	1.438	0.04314
28-09-98	2.086	0.06258
05-10-98	1.654	0.04962
12-10-98	2.053	0.06159
19-10-98	1.553	0.04659
26-10-98	1.765	0.05295
02-11-98	2.15	0.0645
09-11-98	1.664	0.04992
16-11-98	1.382	0.04146
23-11-98	1.936	0.05808
30-11-98	1.592	0.04776
07-12-98	2.212	0.06636
14-12-98	1.33	0.0399
21-12-98	1.659	0.04977
28-12-98	1.295	0.03885
04-01-99	1.271	0.03813
11-01-99	1.3	0.039
18-01-99	1.241	0.03723
25-01-99	1.878	0.05634
01-02-99	1.882	0.05646
08-02-99	1.577	0.04731
16-02-99	2.424	0.07272
22-02-99	2.696	0.08088
01-03-99	2.268	0.06804
08-03-99	1.577	0.04731
15-03-99	1.803	0.05409
22-03-99	2.015	0.06045
29-03-99	2.237	0.06711
06-04-99	1.857	0.05571
12-04-99	1.802	0.05406
19-04-99	1.749	0.05247
26-04-99	1.379	0.04137
03-05-99	1.764	0.05292
10-05-99	1.475	0.04425
17-05-99	3.261	0.09783
25-05-99	2.013	0.06039
31-05-99	1.592	0.04776
07-06-99	1.958	0.05874
14-06-99	1.882	0.05646
21-06-99	1.42	0.0426
28-06-99	1.373	0.04119
05-07-99	1.499	0.04497
12-07-99	1.358	0.04074
19-07-99	1.334	0.04002
26-07-99	1.296	0.03888
02-08-99	1.262	0.03786
16-08-99	1.374	0.04122
30-08-99	1.543	0.04629
06-09-99	1.81	0.0543
13-09-99	2.025	0.06075
20-09-99	1.302	0.03906
27-09-99	1.294	0.03882
04-10-99	1.912	0.05736
11-10-99	2.421	0.07263
18-10-99	1.396	0.04188
25-10-99	1.421	0.04263
02-11-99	2.285	0.06855
08-11-99	1.54	0.0462
15-11-99	1.466	0.04398
22-11-99	1.726	0.05178
29-11-99	1.865	0.05595
06-12-99	1.536	0.04608
13-12-99	1.528	0.04584
20-12-99	1.397	0.04191
27-12-99	1.64	0..0492
03-01-00	1.313	0.03939
10-01-00	1.327	0.03981
17-01-00	1.773	0.05319
24-01-00	1.418	0.04254
31-01-00	1.49	0.0447
07-02-00	1.752	0.05256
14-02-00	1.439	0.04317
21-02-00	1.479	0.04437
28-02-00	1.452	0.04356
07-03-00	3.402	0.10206
13-03-00	1.51	0.0453
20-03-00	1.573	0.04719
27-03-00	1.665	0.04995
03-04-00	1.37	0.0411
10-04-00	1.332	0.03996
17-04-00	1.502	0.04506
25-04-00	1.781	0.05343
02-05-00	1.293	0.03879
08-05-00	1.348	0.04044
15-05-00	1.447	0.04341
22-05-00	1.325	0.03975
29-05-00	1.305	0.03915
05-06-00	2.898	0.08694
12-06-00	3.451	0.10353
19-06-00	1.58	0.0474
22-06-00	2.002	0.06006
26-06-00	1.494	0.04482
03-07-00	1.766	0.05298
10-07-00	1.401	0.04203
17-07-00	1.463	0.04389
24-07-00	1.349	0.04047
31-07-00	1.383	0.04149
07-08-00	1.576	0.04728
14-08-00	1.299	0.03897
21-08-00	1.427	0.04281
28-08-00	1.724	0.05172
04-09-00	1.489	0.04467
11-09-00	2.621	0.07863
18-09-00	1.58	0.0474
25-09-00	1.3	0.039
02-10-00	2.063	0.06189
09-10-00	1.501	0.04503
16-10-00	2.659	0.07977
23-10-00	1.559	0.04677
30-10-00	1.392	0.04176
06-11-00	1.515	0.04545
13-11-00	1.485	0.04455
20-11-00	1.851	0.05553
27-11-00	1.28	0.0384
04-12-00	1.309	0.03927
11-12-00	1.677	0.05031
18-12-00	1.393	0.04179
25-12-00	1.382	0.04146
01-01-01	1.338	0.04014
08-01-01	1.332	0.03996
15-01-01	1.382	0.04146
22-01-01	1.305	0.03915
29-01-01	1.309	0.03927
05-02-01	1.329	0.03987
12-02-01	1.363	0.04089
19-02-01	1.366	0.04098
27-02-01	1.395	0.04185
05-03-01	1.281	0.03843
12-03-01	1.311	0.03933
19-03-01	1.274	0.03822
26-03-01	1.306	0.03918
02-04-01	1.273	0.03819
09-04-01	1.317	0.03951
17-04-01	1.384	0.04152
23-04-01	1.315	0.03945
30-04-01	1.318	0.03954
07-05-01	1.393	0.04179
14-05-01	1.759	0.05277
21-05-01	1.541	0.04623
28-05-01	2.9	0.087
05-06-01	1.937	0.05811
11-06-01	1.474	0.04422
18-06-01	1.694	0.05082
25-06-01	2.316	0.06948
02-07-01	1.773	0.05319
09-07-01	1.335	0.04005
16-07-01	1.62	0.0486
23-07-01	1.344	0.04032
30-07-01	1.356	0.04068
06-08-01	1.839	0.05517
13-08-01	1.457	0.04371
20-08-01	1.34	0.0402
27-08-01	1.933	0.05799
03-09-01	1.778	0.05334
10-09-01	2.131	0.06393
17-09-01	1.907	0.05721
24-09-01	1.983	0.05949
01-10-01	1.432	0.04296
08-10-01	1.321	0.03963
15-10-01	1.334	0.04002
22-10-01	1.432	0.04296
29-10-01	1.353	0.04059
05-11-01	1.715	0.05145
12-11-01	1.52	0.0456
19-11-01	1.935	0.05805
26-11-01	1.629	0.04887
03-12-01	1.596	0.04788
10-12-01	1.513	0.04539
17-12-01	1.774	0.05322
26-12-01	1.738	0.05214
02-01-02	1.576	0.04728
07-01-02	1.879	0.05637
14-01-02	1.626	0.04878
21-01-02	1.372	0.04116
28-01-02	1.307	0.03921
04-02-02	1.496	0.04488
12-02-02	1.466	0.04398
18-02-02	2.044	0.06132
25-02-02	1.407	0.04221
04-03-02	1.498	0.04494
11-03-02	1.395	0.04185
18-03-02	1.524	0.04572
25-03-02	1.409	0.04227
01-04-02	1.453	0.04359
08-04-02	1.36	0.0408
15-04-02	1.602	0.04806
22-04-02	1.73	0.0519
29-04-02	1.388	0.04164
06-05-02	2.959	0.08877
13-05-02	1.769	0.05307
21-05-02	1.355	0.04065
27-05-02	1.51	0.0453
03-06-02	1.519	0.04557
10-06-02	1.448	0.04344
17-06-02	1.994	0.05982
24-06-02	1.849	0.05547
01-07-02	1.384	0.04152
08-07-02	1.385	0.04155
15-07-02	1.513	0.04539
22-07-02	1.506	0.04518
29-07-02	1.395	0.04185
05-08-02	1.447	0.04341
12-08-02	1.405	0.04215
19-08-02	1.542	0.04626
26-08-02	2.013	0.06039
02-09-02	2.721	0.08163
09-09-02	1.695	0.05085
16-09-02	1.467	0.04401
23-09-02	1.566	0.04698
30-09-02	1.553	0.04659
07-10-02	1.534	0.04602
14-10-02	1.603	0.04809
21-10-02	1.42	0.0426
28-10-02	1.531	0.04593
04-11-02	1.517	0.04551
11-11-02	1.502	0.04506
18-11-02	1.408	0.04224
25-11-02	1.557	0.04671
02-12-02	1.641	0.04923
09-12-02	1.675	0.05025
16-12-02	1.959	0.05877
23-12-02	1.542	0.04626
30-12-02	1.462	0.04386
07-01-03	1.537	0.04611
13-01-03	1.493	0.04479
20-01-03	1.51	0.0453
27-01-03	1.62	0.0486
03-02-03	1.508	0.04524
10-02-03	1.48	0.0444
17-02-03	1.424	0.04272
24-02-03	1.39	0.0417
04-03-03	1.553	0.04659
10-03-03	1.468	0.04404
17-03-03	1.456	0.04368
24-03-03	1.381	0.04143
31-03-03	1.583	0.04749
07-04-03	1.453	0.04359
14-04-03	1.547	0.04641
22-04-03	1.53	0.0459
28-04-03	1.499	0.04497
05-05-03	2.915	0.08745
12-05-03	1.86	0.0558
19-05-03	1.583	0.04749
26-05-03	1.676	0.05028
02-06-03	1.394	0.04182
10-06-03	1.376	0.04128
16-06-03	2.393	0.07179
23-06-03	2.834	0.08502
30-06-03	3.317	0.09951
07-07-03	2.34	0.0702
14-07-03	1.573	0.04719
21-07-03	1.499	0.04497
28-07-03	1.555	0.04665
04-08-03	1.41	0.0423
11-08-03	1.525	0.04575
18-08-03	2.522	0.07566
25-08-03	1.743	0.05229
01-09-03	1.675	0.05025
08-09-03	2.267	0.06801
15-09-03	1.533	0.04599
22-09-03	1.845	0.05535
29-09-03	1.717	0.05151
06-10-03	1.992	0.05976
13-10-03	1.506	0.04518
20-10-03	1.685	0.05055
27-10-03	1.617	0.04851
03-11-03	1.524	0.04572
10-11-03	1.52	0.0456
17-11-03	1.457	0.04371
24-11-03	1.435	0.04305
01-12-03	1.444	0.04332
08-12-03	1.531	0.04593
15-12-03	1.472	0.04416
22-12-03	1.696	0.05088
29-12-03	1.847	0.05541
05-01-04	2.568	0.07704
12-01-04	1.864	0.05592
19-01-04	1.821	0.05463
26-01-04	1.811	0.05433
02-02-04	1.493	0.04479
09-02-04	2.436	0.07308
16-02-04	1.594	0.04782
23-02-04	1.725	0.05175
01-03-04	1.968	0.05904
08-03-04	1.566	0.04698
15-03-04	1.461	0.04383
22-03-04	1.608	0.04824
29-03-04	1.532	0.04596
05-04-04	1.879	0.05637
13-04-04	1.497	0.04491
19-04-04	1.487	0.04461
26-04-04	1.553	0.04659
03-05-04	2.318	0.06954
10-05-04	2.822	0.08466
17-05-04	1.612	0.04836
24-05-04	2.072	0.06216
01-06-04	2.611	0.07833
07-06-04	2.082	0.06246
14-06-04	2.401	0.07203
21-06-04	1.828	0.05484
28-06-04	2.351	0.07053
05-07-04	1.73	0.0519
12-07-04	1.612	0.04836
19-07-04	1.482	0.04446
26-07-04	1.565	0.04695
02-08-04	1.462	0.04386
09-08-04	1.544	0.04632
16-08-04	1.51	0.0453
23-08-04	1.555	0.04665
30-08-04	1.47	0.0441
06-09-04	1.464	0.04392
13-09-04	1.657	0.04971
20-09-04	2.257	0.06771
27-09-04	2.887	0.08661
04-10-04	1.52	0.0456
11-10-04	1.541	0.04623
18-10-04	1.483	0.04449
25-10-04	1.483	0.04449
02-11-04	1.558	0.04674
08-11-04	1.53	0.0459
15-11-04	1.739	0.05217
22-11-04	1.774	0.05322
29-11-04	1.671	0.05013
06-12-04	1.507	0.04521
13-12-04	1.472	0.04416
13-12-04	1.472	0.04416
20-12-04	1.48	0.0444
27-12-04	1.527	0.04581
03-01-05	1.498	0.04494
10-01-05	2.31	0.0693
17-01-05	1.902	0.05706
24-01-05	1.571	0.04713
31-01-05	1.641	0.04923
07-02-05	1.689	0.05067
14-02-05	1.623	0.04869
21-02-05	1.676	0.05028
28-02-05	1.555	0.04665
07-03-05	1.555	0.04665
14-03-05	1.827	0.05481
21-03-05	1.51	0.0453
29-03-05	2.38	0.0714
04-04-05	1.72	0.0516
11-04-05	2.069	0.06207
18-04-05	2.014	0.06042
25-04-05	1.475	0.04425
02-05-05	2.022	0.06066
09-05-05	1.583	0.04749
17-05-05	1.499	0.04497
23-05-05	1.555	0.04665
30-05-05	1.536	0.04608
06-06-05	1.516	0.04548
13-06-05	1.847	0.05541
20-06-05	1.86	0.0558
27-06-05	1.694	0.05082
04-07-05	3.114	0.09342
11-07-05	2.068	0.06204
18-07-05	2.248	0.06744
25-07-05	1.451	0.04353
01-08-05	1.475	0.04425
08-08-05	1.443	0.04329
15-08-05	1.424	0.04272
22-08-05	1.426	0.04278
29-08-05	1.41	0.0423
05-09-05	1.395	0.04185
12-09-05	1.507	0.04521
19-09-05	1.455	0.04365
26-09-05	2.127	0.06381
04-10-05	1.666	0.04998
10-10-05	1.512	0.04536
17-10-05	1.474	0.04422
24-10-05	1.437	0.04311
31-10-05	1.492	0.04476
07-11-05	1.508	0.04524
14-11-05	1.548	0.04644
21-11-05	1.558	0.04674
28-11-05	1.489	0.04467
05-12-05	1.859	0.05577
12-12-05	1.569	0.04707
19-12-05	1.485	0.04455
27-12-05	1.491	0.04473
02-01-06	1.467	0.04401
09-01-06	1.419	0.04257
16-01-06	1.454	0.04362
23-01-06	1.469	0.04407
30-01-06	1.515	0.04545
06-02-06	2.117	0.06351
13-02-06	1.848	0.05544
20-02-06	1.645	0.04935
27-02-06	1.62	0.0486
06-03-06	1.64	0.0492
13-03-06	1.528	0.04584
20-03-06	1.523	0.04569
27-03-06	1.472	0.04416
03-04-06	1.558	0.04674
10-04-06	1.473	0.04419
17-04-06	2.316	0.06948
24-04-06	2.211	0.06633
01-05-06	1.505	0.04515
08-05-06	3.889	0.11667
15-05-06	1.541	0.04623
22-05-06	2.538	0.07614
29-05-06	1.969	0.05907
05-06-06	1.489	0.04467
12-06-06	1.443	0.04329
19-06-06	1.555	0.04665
26-06-06	1.782	0.05346
03-07-06	1.593	0.04779
10-07-06	1.529	0.04587
17-07-06	1.458	0.04374
24-07-06	1..38	0.0414
31-07-06	1.457	0.04371
07-08-06	1.486	0.04458
14-08-06	1.419	0.04257
21-08-06	2.177	0.06531
28-08-06	1.999	0.05997
04-09-06	1.739	0.05217
11-09-06	1.426	0.04278
18-09-06	1.417	0.04251
25-09-06	2.795	0.08385
02-10-06	1.757	0.05271
09-10-06	1.462	0.04386
16-10-06	1.439	0.04317
23-10-06	1.569	0.04707
30-10-06	1.651	0.04953
06-11-06	1.799	0.05397
13-11-06	1.556	0.04668
20-11-06	1.53	0.0459
27-11-06	1.414	0.04242
04-12-06	1.807	0.05421
11-12-06	1.689	0.05067
18-12-06	1.512	0.04536
26-12-06	1.428	0.04284
01-01-07	1.796	0.05388
08-01-07	1.553	0.04659
15-01-07	1.471	0.04413
22-01-07	1.54	0.0462
29-01-07	1.528	0.04584
05-02-07	1.649	0.04947
12-02-07	1.569	0.04707
19-02-07	1.465	0.04395
26-02-07	1.466	0.04398
05-03-07	1.469	0.04407
12-03-07	1.436	0.04308
19-03-07	1.468	0.04404
26-03-07	1.527	0.04581
02-04-07	1.462	0.04386
09-04-07	1.505	0.04515
16-04-07	1.485	0.04455
23-04-07	1.59	0.0477
30-04-07	1.587	0.04761
14-05-07	2.37	0.0711
21-05-07	2.077	0.06231
28-05-07	1.585	0.04755
04-06-07	1.533	0.04599
11-06-07	1.648	0.04944
18-06-07	1.639	0.04917
25-06-07	1.824	0.05472
02-07-07	1.47	0.0441
09-07-07	1.511	0.04533
16-07-07	1.48	0.0444
23-07-07	1.514	0.04542
30-07-07	1.578	0.04734
06-08-07	1.472	0.04416
13-08-07	1.499	0.04497
20-08-07	1.984	0.05952
27-08-07	1.561	0.04683
03-09-07	2.103	0.06309
10-09-07	1.577	0.04731
17-09-07	1.504	0.04512
24-09-07	1.573	0.04719
01-10-07	1.479	0.04437
08-10-07	1.519	0.04557
15-10-07	1.476	0.04428
22-10-07	1.47	0.0441
29-10-07	1.541	0.04623
05-11-07	1.928	0.05784
12-11-07	1.516	0.04548
19-11-07	1.489	0.04467
26-11-07	1.731	0.05193
03-12-07	1.587	0.04761
10-12-07	1.529	0.04587
17-12-07	1.45	0.0435
27-12-07	1.445	0.04335
02-01-08	1.474	0.04422
07-01-08	1.728	0.05184
14-01-08	1.439	0.04317
21-01-08	1.493	0.04479
28-01-08	2.346	0.07038
04-02-08	1.552	0.04656
11-02-08	1.537	0.04611
18-02-08	1.422	0.04266
25-02-08	1.416	0.04248
03-03-08	1.571	0.04713
10-03-08	1.426	0.04278
17-03-08	1.59	0.0477
24-03-08	1.629	0.04887
31-03-08	2.217	0.06651
07-04-08	1.883	0.05649
14-04-08	1.561	0.04683
21-04-08	2.399	0.07197
28-04-08	1.529	0.04587
05-05-08	1.558	0.04674
13-05-08	1.547	0.04641
19-05-08	1.516	0.04548
26-05-08	1.535	0.04605
02-06-08	3.242	0.09726
09-06-08	1.65	0.0495
16-06-08	1.675	0.05025
23-06-08	2.327	0.06981
30-06-08	1.631	0.04893
07-07-08	1.503	0.04509
14-07-08	1.475	0.04425
21-07-08	1.497	0.04491
28-07-08	1.432	0.04296
04-08-08	1.466	0.04398
11-08-08	1.439	0.04317
18-08-08	1.426	0.04278
25-08-08	1.395	0.04185
01-09-08	1.377	0.04131
08-09-08	1.409	0.04227
15-09-08	1.443	0.04329
22-09-08	1.471	0.04413
29-09-08	1.465	0.04395
06-10-08	1.4	0.042
13-10-08	1.4	0.042
20-10-08	1.457	0.04371
27-10-08	1.75	0.0525
03-11-08	1.511	0.04533
10-11-08	1.701	0.05103
17-11-08	1.593	0.04779
24-11-08	1.423	0.04269
01-12-08	1.435	0.04305
08-12-08	1.429	0.04287
15-12-08	1.414	0.04242
22-12-08	1.397	0.04191
29-12-08	1.387	0.04161
05-01-09	1.41	0.0423
12-01-09	1.488	0.04464
19-01-09	1.614	0.04842
26-01-09	1.65	0.0495
02-02-09	1.487	0.04461
09-02-09	1.579	0.04737
16-02-09	2.042	0.06126
23-02-09	3.949	0.11847
02-03-09	3.03	0.0909
09-03-09	1.557	0.04671
16-03-09	1.549	0.04647
23-03-09	1.647	0.04941
30-03-09	1.526	0.04578
06-04-09	1.417	0.04251
13-04-09	1.991	0.05973
20-04-09	1.615	0.04845
27-04-09	2.465	0.07395
04-05-09	1.877	0.05631
11-05-09	1.651	0.04953
18-05-09	1.942	0.05826
25-05-09	2.128	0.06384
01-06-09	1.604	0.04812
08-06-09	2.381	0.07143
15-06-09	3.289	0.09867
22-06-09	1.513	0.04539
29-06-09	1.509	0.04527
06-07-09	1.603	0.04809
13-07-09	1.489	0.04467
20-07-09	1.44	0.0432
27-07-09	1.451	0.04353
03-08-09	1.497	0.04491
