element	CFC-11	CFC-12	CFC-113
unit	pptv	pptv	pptv
15/09/2004	8.91163639869242	378.344063064291	32.7674349049302
15/09/2004	4.90072485653779	379.006496138866	19.0458350665594
04/11/2004	3.02357382270575	393.072812458562	2.36768907976495
16/12/2004	3.54482943536896	371.373716703249	4.21371319601313
09/06/2005	4.2240544327498	477.340035141337	8.81802554264662
03/07/2006	15.5758140070025	299.90990791553	17.448851697623
12/06/2009	28.0067513154349	305.24020764727	36.384820989538
25/11/2010	17.1544977875297	264.091125328623	12.1568356544072
28/03/2011	27.5295947438001	322.589887820945	9.54534083246123
04/06/2014	66.399693454254	312.595521757202	25.1552324115347
11/05/2015	54.8023853426995	228.263669537399	26.5011568144572
02/02/2016	22.9596229449816	265.385352743545	7.50053665541769
18/04/2016	35.3512182828717	253.915078868624	9.48948370755877
15/11/2016	35.9820549658723	305.376882850113	8.01190121357307
17/05/2017	31.17695959	235.8667625	12.9634276
08/11/2017	31.0249815781982	206.449085557697	15.6222602547542
24/05/2018	24.9879779726112	269.372778239318	21.4831559179248
15/11/2018	38.5298860592888	379.269250015034	21.8243636448635
27/05/2019	39.0421124418096	278.274310762577	24.1018664269152
19/02/2020	22.8688252609136	274.232249373241	13.5061552664033
11/05/2021	29.08297992	254.6245887	6.438960576

