element	CFC-11	CFC-12	CFC-113
unit	pptv	pptv	pptv
05/04/2006	69.7212216	409.853049	0
04/07/2006	18.9199037	345.300711	25.3102388
21/02/2007	12.3933114	364.129876	57.9959873
27/11/2007	18.3840079	343.439804	14.2420108
04/06/2014	42.6263376	444.619376	28.0177728
08/03/2017	22.1261626	370.037585	17.9421923
17/05/2017	9.58204544	324.109667	9.11408389
