element	concentration	error	unit	date
cfc11	1157.22498245377	0.0	0	2005.0520547945205
cfc12	3137.96562408121	0.0	0	2005.0520547945205
cfc113	53.0664758147115	0.0	0	2005.0520547945205
cfc11	889.980268248906	0.0	0	2005.0520547945205
cfc12	2481.43329686414	0.0	0	2005.0520547945205
cfc113	37.7389396387323	0.0	0	2005.0520547945205
cfc11	908.464631890624	0.0	0	2005.0520547945205
cfc12	2534.96193121648	0.0	0	2005.0520547945205
cfc113	44.0142324600848	0.0	0	2005.0520547945205
cfc11	144.589245564303	0.0	0	2005.4356164383562
cfc12	963.749778448915	0.0	0	2005.4356164383562
cfc113	120.523559182886	0.0	0	2005.4356164383562
cfc11	445.788758760665	0.0	0	2005.4356164383562
cfc12	1683.49823240825	0.0	0	2005.4356164383562
cfc113	183.395580543141	0.0	0	2005.4356164383562
cfc11	199.123598723951	0.0	0	2006.5013698630137
cfc12	765.045376242687	0.0	0	2006.5013698630137
cfc113	195.320941318667	0.0	0	2006.5013698630137
cfc11	115.263224832579	0.0	0	2014.4219178082192
cfc12	1000.92777314476	0.0	0	2014.4219178082192
cfc113	38.6140173802436	0.0	0	2014.4219178082192
cfc11	228.227270753631	0.0	0	2014.9479452054795
cfc12	426.895690694331	0.0	0	2014.9479452054795
cfc113	64.8359197575201	0.0	0	2014.9479452054795
cfc11	533.25553329477	0.0	0	2015.358904109589
cfc12	762.998158216884	0.0	0	2015.358904109589
cfc113	37.06857438881	0.0	0	2015.358904109589
cfc11	45.5347467511053	0.0	0	2016.0904109589042
cfc12	581.396669882696	0.0	0	2016.0904109589042
cfc113	70.6808429113075	0.0	0	2016.0904109589042
cfc11	162.543344170318	0.0	0	2016.0904109589042
cfc12	598.046870213906	0.0	0	2016.0904109589042
cfc113	73.8609529819856	0.0	0	2016.0904109589042
cfc11	246.924099426873	0.0	0	2017.372602739726
cfc12	579.498730012458	0.0	0	2017.372602739726
cfc113	50.4251033103943	0.0	0	2017.372602739726
cfc11	37.7776752868522	0.0	0	2017.372602739726
cfc12	629.544200334443	0.0	0	2017.372602739726
cfc113	34.8541673392931	0.0	0	2017.372602739726
cfc11	240.691400973056	0.0	0	2017.8438356164384
cfc12	698.159170764433	0.0	0	2017.8438356164384
cfc113	72.1345548910122	0.0	0	2017.8438356164384
cfc11	167.188989554146	0.0	0	2018.3945205479451
cfc12	648.823706417336	0.0	0	2018.3945205479451
cfc113	33.5832252751108	0.0	0	2018.3945205479451
cfc11	223.577804433155	0.0	0	2018.86301369863
cfc12	760.15657247337	0.0	0	2018.86301369863
cfc113	104.696433575346	0.0	0	2018.86301369863
cfc11	248.590172925398	0.0	0	2019.4027397260274
cfc12	524.331401829642	0.0	0	2019.4027397260274
cfc113	67.468230154243	0.0	0	2019.4027397260274
cfc11	231.441970429628	0.0	0	2020.1342465753426
cfc12	527.228553649852	0.0	0	2020.1342465753426
cfc113	56.4110246410375	0.0	0	2020.1342465753426
