element	concentration	error	unit	date
cfc11	8.50623016544029	0.0	0	2005.4356164383562
cfc12	142.162539866486	0.0	0	2005.4356164383562
cfc113	14.2341323057975	0.0	0	2005.4356164383562
cfc11	5.84044703746203	0.0	0	2006.2054794520548
cfc12	22.3375300809183	0.0	0	2006.2054794520548
cfc113	287.795860762773	0.0	0	2006.2054794520548
cfc11	9.08472355529463	0.0	0	2006.731506849315
cfc12	18.8344058373902	0.0	0	2006.731506849315
cfc113	9.66746451412845	0.0	0	2006.731506849315
cfc11	8.59741845807124	0.0	0	2007.13698630137
cfc12	21.0879527855326	0.0	0	2007.13698630137
cfc113	11.8459716162161	0.0	0	2007.13698630137
cfc11	22.5530909336542	0.0	0	2016.295890410959
cfc12	85.4187175574155	0.0	0	2016.295890410959
cfc113	8.19894971446418	0.0	0	2016.295890410959
cfc11	12.7208454990374	0.0	0	2016.8657534246574
cfc12	32.3201020082084	0.0	0	2016.8657534246574
cfc113	8.33717032990415	0.0	0	2016.8657534246574
cfc11	21.1487048717434	0.0	0	2017.3780821917808
cfc12	21.8168648323885	0.0	0	2017.3780821917808
cfc113	13.0508480730152	0.0	0	2017.3780821917808
cfc11	8.95996012083381	0.0	0	2017.8438356164384
cfc12	21.115319325488	0.0	0	2017.8438356164384
cfc113	10.4612477385362	0.0	0	2017.8438356164384
cfc11	20.3501380879886	0.0	0	2018.3945205479451
cfc12	42.4964749463893	0.0	0	2018.3945205479451
cfc113	12.0992657105592	0.0	0	2018.3945205479451
cfc11	14.0164226625224	0.0	0	2018.8657534246574
cfc12	40.12495996595	0.0	0	2018.8657534246574
cfc113	8.43964538757811	0.0	0	2018.8657534246574
cfc11	12.1267089965168	0.0	0	2019.4027397260274
cfc12	43.3740050699024	0.0	0	2019.4027397260274
cfc113	16.7903688828826	0.0	0	2019.4027397260274
cfc11	29.0470075365379	0.0	0	2020.131506849315
cfc12	124.215191196618	0.0	0	2020.131506849315
cfc113	15.9662926827082	0.0	0	2020.131506849315
