element	CFC-11	CFC-12	CFC-113
unit	pptv	pptv	pptv
05/04/2006	NaN	116.281983865626	NaN
03/07/2006	13.9321061070851	93.55786377921	15.4581845021924
12/06/2009	18.3307143926359	61.2118189715182	20.3895615207073
25/11/2010	12.2025576748632	96.9905990682471	6.85511120092745
28/03/2011	14.3810051801646	138.383318622657	7.80944942662702
07/11/2013	28.1142628367994	192.909354571443	17.7002486649588
04/06/2014	113.445708716385	323.256946033578	63.5440459036107
11/05/2015	91.6524968479659	776.325547564863	80.3454187165112
18/04/2016	302.557848308575	1062.6330829095	63.754291889446
17/05/2017	121.56750023278	711.364433093087	37.8331927141486
08/11/2017	21.4977391278415	134.798235943137	11.3732205028998
25/05/2018	152.419526120082	594.164797179209	41.0549588786842
15/11/2018	40.4935844851917	281.443617374738	16.7653746373719
27/05/2019	34.1673356664297	243.752095693444	230.946826205294
19/02/2020	230.774293089526	763.00326166167	89.2474400314916
31/10/2024	68.1960000000000	356.737000000000	27.1480000000000

