element	concentration	error	unit	date
cfc11	8.91163639869242	0.0	0	2004.7808219178082
cfc12	378.344063064291	0.0	0	2004.7808219178082
cfc113	32.7674349049302	0.0	0	2004.7808219178082
cfc11	4.90072485653779	0.0	0	2004.7808219178082
cfc12	379.006496138866	0.0	0	2004.7808219178082
cfc113	19.0458350665594	0.0	0	2004.7808219178082
cfc11	3.02357382270575	0.0	0	2004.9150684931508
cfc12	393.072812458562	0.0	0	2004.9150684931508
cfc113	2.36768907976495	0.0	0	2004.9150684931508
cfc11	3.54482943536896	0.0	0	2005.0301369863014
cfc12	371.373716703249	0.0	0	2005.0301369863014
cfc113	4.21371319601313	0.0	0	2005.0301369863014
cfc11	4.2240544327498	0.0	0	2005.517808219178
cfc12	477.340035141337	0.0	0	2005.517808219178
cfc113	8.81802554264662	0.0	0	2005.517808219178
cfc11	15.5758140070025	0.0	0	2006.5835616438355
cfc12	299.90990791553	0.0	0	2006.5835616438355
cfc113	17.448851697623	0.0	0	2006.5835616438355
cfc11	28.0067513154349	0.0	0	2009.5260273972603
cfc12	305.24020764727	0.0	0	2009.5260273972603
cfc113	36.384820989538	0.0	0	2009.5260273972603
cfc11	17.1544977875297	0.0	0	2010.972602739726
cfc12	264.091125328623	0.0	0	2010.972602739726
cfc113	12.1568356544072	0.0	0	2010.972602739726
cfc11	27.5295947438001	0.0	0	2011.323287671233
cfc12	322.589887820945	0.0	0	2011.323287671233
cfc113	9.54534083246123	0.0	0	2011.323287671233
cfc11	66.399693454254	0.0	0	2014.504109589041
cfc12	312.595521757202	0.0	0	2014.504109589041
cfc113	25.1552324115347	0.0	0	2014.504109589041
cfc11	54.8023853426995	0.0	0	2015.441095890411
cfc12	228.263669537399	0.0	0	2015.441095890411
cfc113	26.5011568144572	0.0	0	2015.441095890411
cfc11	22.9596229449816	0.0	0	2016.1698630136987
cfc12	265.385352743545	0.0	0	2016.1698630136987
cfc113	7.50053665541769	0.0	0	2016.1698630136987
cfc11	35.3512182828717	0.0	0	2016.3780821917808
cfc12	253.915078868624	0.0	0	2016.3780821917808
cfc113	9.48948370755877	0.0	0	2016.3780821917808
cfc11	35.9820549658723	0.0	0	2016.945205479452
cfc12	305.376882850113	0.0	0	2016.945205479452
cfc113	8.01190121357307	0.0	0	2016.945205479452
cfc11	40.1748759957913	0.0	0	2017.4575342465753
cfc12	240.318169039486	0.0	0	2017.4575342465753
cfc113	17.412575463084	0.0	0	2017.4575342465753
cfc11	31.0249815781982	0.0	0	2017.9260273972602
cfc12	206.449085557697	0.0	0	2017.9260273972602
cfc113	15.6222602547542	0.0	0	2017.9260273972602
cfc11	24.9879779726112	0.0	0	2018.4767123287672
cfc12	269.372778239318	0.0	0	2018.4767123287672
cfc113	21.4831559179248	0.0	0	2018.4767123287672
cfc11	38.5298860592888	0.0	0	2018.945205479452
cfc12	379.269250015034	0.0	0	2018.945205479452
cfc113	21.8243636448635	0.0	0	2018.945205479452
cfc11	39.0421124418096	0.0	0	2019.4849315068493
cfc12	278.274310762577	0.0	0	2019.4849315068493
cfc113	24.1018664269152	0.0	0	2019.4849315068493
cfc11	22.8688252609136	0.0	0	2020.2164383561644
cfc12	274.232249373241	0.0	0	2020.2164383561644
cfc113	13.5061552664033	0.0	0	2020.2164383561644
